id,content,ngram,final_features,tfidf_sum
522875649002708992,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequiti","['dilma sabendo iria', 'sabendo iria ficar', 'iria ficar desempregada', 'ficar desempregada aproveitava', 'desempregada aproveitava tava', 'aproveitava tava sbt', 'tava sbt pedia', 'sbt pedia silvo', 'pedia silvo santos', 'silvo santos pra', 'santos pra virar', 'pra virar consultora', 'virar consultora jequiti']","(262144,[15438,44411,47731,79812,90814,92319,157652,165409,172508,205385,219737,247782,252953],[9.192925981479943,9.511379712598478,9.393596676942096,9.644911105223,9.393596676942096,9.511379712598478,9.393596676942096,9.288236161284269,9.393596676942096,9.288236161284269,8.951763924663055,9.192925981479943,9.192925981479943])",121.34907142985978
522883517949440000,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequiti","['dilma sabendo iria', 'sabendo iria ficar', 'iria ficar desempregada', 'ficar desempregada aproveitava', 'desempregada aproveitava tava', 'aproveitava tava sbt', 'tava sbt pedia', 'sbt pedia silvo', 'pedia silvo santos', 'silvo santos pra', 'santos pra virar', 'pra virar consultora', 'virar consultora jequiti']","(262144,[15438,44411,47731,79812,90814,92319,157652,165409,172508,205385,219737,247782,252953],[9.192925981479943,9.511379712598478,9.393596676942096,9.644911105223,9.393596676942096,9.511379712598478,9.393596676942096,9.288236161284269,9.393596676942096,9.288236161284269,8.951763924663055,9.192925981479943,9.192925981479943])",121.34907142985978
522902816583868416,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequiti","['dilma sabendo iria', 'sabendo iria ficar', 'iria ficar desempregada', 'ficar desempregada aproveitava', 'desempregada aproveitava tava', 'aproveitava tava sbt', 'tava sbt pedia', 'sbt pedia silvo', 'pedia silvo santos', 'silvo santos pra', 'santos pra virar', 'pra virar consultora', 'virar consultora jequiti']","(262144,[15438,44411,47731,79812,90814,92319,157652,165409,172508,205385,219737,247782,252953],[9.192925981479943,9.511379712598478,9.393596676942096,9.644911105223,9.393596676942096,9.511379712598478,9.393596676942096,9.288236161284269,9.393596676942096,9.288236161284269,8.951763924663055,9.192925981479943,9.192925981479943])",121.34907142985978
523104461506772993,@Luciano_Cartaxo Protesto contra o abuso do Famigerado Fator Previdênciario Lula padrasto Dilma Madrasta do Famigerado Fator Previdênciario,"['luciano_cartaxo protesto', 'protesto contra', 'contra abuso', 'abuso famigerado', 'famigerado fator', 'fator previdênciario', 'previdênciario lula', 'lula padrasto', 'padrasto dilma', 'dilma madrasta', 'madrasta famigerado', 'famigerado fator', 'fator previdênciario']","(262144,[2836,5632,25836,58915,121314,132750,133528,135542,165870,227304,257217],[9.79906178505026,17.636465064077065,9.192925981479943,9.511379712598478,9.79906178505026,9.393596676942096,9.79906178505026,17.092597633109783,9.644911105223,9.79906178505026,9.393596676942096])",121.0617199905735
522480546501632001,O melhor argumento contra quem chama a Dilma de terrorista é dizer que a pessoa pode abrir a boca hoje pra falar essa merda por causa dela.,"['melhor argumento', 'argumento contra', 'contra chama', 'chama dilma', 'dilma terrorista', 'terrorista dizer', 'dizer pessoa', 'pessoa pode', 'pode abrir', 'abrir boca', 'boca hoje', 'hoje pra', 'pra falar', 'falar merda', 'merda causa']","(262144,[22202,25948,26492,37534,41127,56341,103798,127458,133846,146524,178104,211519,212684,253587,261281],[9.511379712598478,9.79906178505026,8.595088980724324,9.644911105223,7.530378243731895,9.644911105223,9.79906178505026,9.644911105223,0.0,0.0,9.79906178505026,8.818232532038532,9.644911105223,9.79906178505026,8.646382275111874])",120.87735330529813
522832405854298112,"Eleitores 'deveriam abandonar' Dilma e eleger Aécio, afirma revista The Economist - Economia - Geral - Estadão Mobile http://t.co/Om8AdNSgYh","['eleitores deveriam', 'deveriam abandonar', 'abandonar dilma', 'dilma eleger', 'eleger aécio', 'aécio afirma', 'afirma revista', 'revista the', 'the economist', 'economist economia', 'economia geral', 'geral estadão', 'estadão mobile', 'mobile httptcoom8adnsgyh']","(262144,[9438,16491,24391,28950,59804,60223,105454,124460,146169,162353,184044,193251,221265,260572],[8.951763924663055,8.412767423930369,0.0,9.105914604490314,9.192925981479943,9.511379712598478,8.595088980724324,9.644911105223,9.288236161284269,8.646382275111874,9.192925981479943,8.951763924663055,9.192925981479943,9.79906178505026])",118.48604784217883
522396781653803008,Será que a Rede Globo está sendo paga p/ toda hora falar mal do Aecio Neves Tá dando na cara! Coisa feia!A Dilma tá cada dia pior que todos,"['rede globo', 'globo sendo', 'sendo paga', 'paga toda', 'toda hora', 'hora falar', 'falar mal', 'mal aecio', 'aecio neves', 'neves dando', 'dando cara', 'cara coisa', 'coisa feiaa', 'feiaa dilma', 'dilma cada', 'cada dia', 'dia pior', 'pior todos']","(262144,[3859,6010,7767,14544,29461,63999,64311,64687,70189,71065,84935,119330,143811,144432,172828,175221,219832,254486],[9.393596676942096,9.644911105223,0.0,9.025871896816778,8.546298816554891,0.0,8.882771053176103,0.0,8.595088980724324,9.644911105223,9.644911105223,9.644911105223,9.192925981479943,0.0,8.156834049793169,8.757607910222099,0.0,8.546298816554891])",117.6769386031563
523544227037593600,"Dilma, Aécio, Dilma, Aécio, Dilma, Aécio, Dilma, Aécio, Dilma, Aécio, Dilma, Aécio, Dilma, Aécio, Dilma, Aécio... não aguento mais 😭😭","['dilma aécio dilma aécio dilma', 'aécio dilma aécio dilma aécio', 'dilma aécio dilma aécio dilma', 'aécio dilma aécio dilma aécio', 'dilma aécio dilma aécio dilma', 'aécio dilma aécio dilma aécio', 'dilma aécio dilma aécio dilma', 'aécio dilma aécio dilma aécio', 'dilma aécio dilma aécio dilma', 'aécio dilma aécio dilma aécio', 'dilma aécio dilma aécio dilma', 'aécio dilma aécio dilma aécio', 'dilma aécio dilma aécio aguento']","(262144,[11966,165810,216869],[58.79437071030156,0.0,57.869466631338])",116.66383734163955
522892593906978816,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequit","['dilma sabendo', 'sabendo iria', 'iria ficar', 'ficar desempregada', 'desempregada aproveitava', 'aproveitava tava', 'tava sbt', 'sbt pedia', 'pedia silvo', 'silvo santos', 'santos pra', 'pra virar', 'virar consultora', 'consultora jequit']","(262144,[10842,22561,23276,27522,39583,72882,121264,160049,160135,167773,177724,185331,217543,247383],[9.105914604490314,9.105914604490314,9.105914604490314,9.288236161284269,8.951763924663055,0.0,9.511379712598478,8.546298816554891,9.393596676942096,7.853151635994946,9.393596676942096,7.513283810372595,9.288236161284269,9.511379712598478])",116.56866710270614
523179286770249729,"Cara, pra mim a Dilma tinha que chegar e falar: QUER PAGAR PRA VER? VOTA NO AÉCIO, PODE VOTAR. VOCÊS QUE VÃO SE FUDER.","['cara pra', 'pra mim', 'mim dilma', 'dilma chegar', 'chegar falar', 'falar quer', 'quer pagar', 'pagar pra', 'pra ver', 'ver vota', 'vota aécio', 'aécio pode', 'pode votar', 'votar vão', 'vão fuder']","(262144,[28266,31824,42116,47629,112955,128603,128904,132159,156004,163484,173104,180660,186242,219998,226129],[9.511379712598478,8.499778800919998,9.644911105223,0.0,9.393596676942096,8.818232532038532,7.877249187574006,0.0,7.036944362677773,9.79906178505026,9.393596676942096,8.882771053176103,9.644911105223,7.565469563543165,9.644911105223])",115.7128136671315
